state,schoolName,campus,nsaCert,programName,programUrl
"Florida","Florida State College at Jacksonville","Jacksonville, Florida","NSACAE","Associate in Science in IT Security","https://www.fscj.edu/academics/areas-of-study/information-technology/it-security-as"
"Florida","Florida State College at Jacksonville","Jacksonville, Florida","NSACAE","Technical Certificate in Digital Forensics","https://www.fscj.edu/academics/areas-of-study/information-technology/digital-forensics-tc"
"Florida","Florida State University","Tallahassee, Florida","NSACAE","Master of Science in Computer Science – Cybersecurity Major","https://www.cs.fsu.edu/academics/graduate-programs/ms-in-computer-science/"
"Florida","Indian River State College","Fort Pierce, Florida","","Associate of Arts in I.T. Management & Cyber Security","https://www.irsc.edu/programs/computer-information-technology.html"
"Florida","Keiser University","Fort Lauderdale, Florida","","Cyber Forensics/Information Security, BS","https://www.keiseruniversity.edu/bachelor-science-cyber-forensicsinformation-security/"
"Florida","Nova Southeastern University","Fort Lauderdale, Florida","NSACAE","Master of Science in Cybersecurity Management","https://cec.nova.edu/masters/mscm/index.html"
"Florida","Nova Southeastern University","Fort Lauderdale, Florida","NSACAE","Master of Science in Information Assurance & Cybersecurity","https://cec.nova.edu/masters/msis/index.html"
"Florida","Palm Beach State College","Lake Worth, Florida","","Associate in Science – Networking Administrator","https://www.palmbeachstate.edu/catalog/current/degrees-programs/computer-science-technology/networking-administrator-as.aspx"
"Florida","Palm Beach State College","Lake Worth, Florida","","Bachelor of Applied Science in Information Management – Security and Network Assurance","https://www.palmbeachstate.edu/catalog/current/degrees-programs/bachelors-degrees-certificates/information-management-security-and-network-assurance-bas.aspx"
"Florida","Palm Beach State College","Lake Worth, Florida","","Certificate in Network Security","https://www.palmbeachstate.edu/programs/computerscience/default.aspx"
"Florida","Pasco-Hernando State College","New Port Richey, Florida","","Cyber and Information Security – Associate in Science","https://phsc.edu/academics/degrees-and-programs/information-technology/cyber-and-information-security"
"Florida","Saint Leo University","Saint Leo, Florida","NSACAE","Bachelor of Science in Cybersecurity","https://www.saintleo.edu/"
"Florida","Saint Leo University","Saint Leo, Florida","NSACAE","Master of Science in Cybersecurity","https://www.saintleo.edu/find-your-program?masters=1&information-technology=1"
"Florida","St Petersburg College","Clearwater, Florida","","Associate in Science – Cybersecurity","https://webapps.spcollege.edu/courses/program/itsc-as/"
"Florida","St Petersburg College","Clearwater, Florida","","Associate of Science in Digital Forensics and Computer Investigations","https://www.spcollege.edu/future-students/degrees-training/public-safety-public-policy-and-legal-studies/public-safety/digital-forensics-and-computer-investigations-as-degree"
"Florida","St Petersburg College","Clearwater, Florida","","Certificate in Cybersecurity","https://web.spcollege.edu/courses/program/itsc-ct/"
"Florida","The University of West Florida","Pensacola, Florida","","Bachelor of Science in Cybersecurity","http://uwf.edu/hmcse/departments/computer-science/"
"Florida","The University of West Florida","Pensacola, Florida","","Certificate in Cybersecurity","http://uwf.edu/hmcse/departments/computer-science/"
"Florida","The University of West Florida","Pensacola, Florida","","Certificate in Information Security Management","http://uwf.edu/cob/departments/mba/certificate-programs/graduate-information-security-management/"
"Florida","The University of West Florida","Pensacola, Florida","","Certificate in Intelligence Analysis","https://uwf.edu/ceps/departments/instructional-design-and-technology/certificate-programs/intelligence-analysis/"
"Florida","The University of West Florida","Pensacola, Florida","","Master of Science in Cybersecurity","https://uwf.edu/hmcse/departments/computer-science/graduate-programs/ms-cybersecurity/"
"Florida","University of Central Florida","Orlando, Florida","NSACAE","Digital Forensics MS","https://www.ucf.edu/degree/digital-forensics-ms/"
"Florida","University of Central Florida","Orlando, Florida","NSACAE","Graduate Certificate in Computer Forensics","https://www.ucf.edu/degree/computer-forensics-certificate/"
"Florida","University of Florida","Gainesville, Florida","NSACAE","Certificate in Hardware Security","https://fics.institute.ufl.edu/cybersecurity-certificates-programs/certificate-in-hardware-security/"
"Florida","University of Florida","Gainesville, Florida","NSACAE","Certificate in Information Security","http://fics.institute.ufl.edu/cybersecurity-certificates-programs/specialized-graduate-cybersecurity-certificates/"
"Florida","University of South Florida-Main Campus","Tampa, Florida","NSACAE","Graduate Certificate in Cybersecurity – Awareness and Education","https://www.usf.edu/innovative-education/graduate-certificates/programs/awareness-and-education.aspx"
"Florida","University of South Florida-Main Campus","Tampa, Florida","NSACAE","Graduate Certificate in Cybersecurity – Cyber Intelligence","https://www.usf.edu/innovative-education/cybersecurity/graduate-certification/index.aspx"
"Florida","University of South Florida-Main Campus","Tampa, Florida","NSACAE","Graduate Certificate in Cybersecurity-Digital Forensics","https://www.usf.edu/innovative-education/cybersecurity/graduate-certification/index.aspx"
"Florida","University of South Florida-Main Campus","Tampa, Florida","NSACAE","Graduate Certificate in Cybersecurity-Information Assurance","https://www.usf.edu/innovative-education/cybersecurity/graduate-certification/index.aspx"
"Florida","University of South Florida-Main Campus","Tampa, Florida","NSACAE","Master Degree in Cybersecurity with a concentration in Cyber Intelligence","https://www.usf.edu/innovative-education/cybersecurity/masters-degree/cyber-intelligence.aspx"
"Florida","University of South Florida-Main Campus","Tampa, Florida","NSACAE","Master’s in Cybersecurity – Digital Forensics","https://www.usf.edu/cybersecurity/masters-degree/digital-forensics.aspx"
"Florida","Valencia College","Orlando, Florida","NSACAE","Cybersecurity Certificate","https://valenciacollege.edu/students/cyber-center/"
"Florida","Valencia College","Orlando, Florida","NSACAE","Digital Forensics Technical Certificate","https://valenciacollege.edu/students/cyber-center/"
"Georgia","Augusta State University","Augusta, Georgia","NSACAE","Advanced Cyber Defender Certificate","https://www.augusta.edu/ccs/certificates.php"
"Georgia","Augusta State University","Augusta, Georgia","NSACAE","Bachelor of Science in Information Technology – Cybersecurity","https://www.augusta.edu/ccs/bs-it-cybersecurity.php"
"Georgia","Augusta State University","Augusta, Georgia","NSACAE","Cyber Defender Certificate","https://www.augusta.edu/ccs/certificates.php"
"Georgia","Augusta State University","Augusta, Georgia","NSACAE","Healthcare Information Security Certificate","https://www.augusta.edu/ccs/his-certificate.php"
"Georgia","Augusta State University","Augusta, Georgia","NSACAE","Master of Science in Information Security Management","https://www.augusta.edu/ccs/ms-ism.php"
"Georgia","Augusta Technical College","Augusta, Georgia","NSACAE","Associate of Applied Science in Cybersecurity","http://augustatech.smartcatalogiq.com/en/2019/Semester-Catalog/Programs-of-Study/Cyber-and-Digital-Education/Cybersecurity-Associate-of-Applied-Science-Degree"
"Georgia","Augusta University","Augusta, Georgia","","Cyber Defender Certificate","https://www.augusta.edu/ccs/certificates.php"
"Georgia","Clark Atlanta University","Atlanta, Georgia","NSACAE","M.S. Degree in Computer Science with a concentration in Computer Networks and Security","http://www.cau.edu/department-of-computer-and-information-science/computer-and-information-science-graduate-programs.html"
"Georgia","Columbus State University","Columbus, Georgia","NSACAE","Information Systems Security Officer","https://cs.columbusstate.edu/curriculum/programs_of_study/SecurityCertificateProfessionalFall2011.pdf"
"Georgia","Columbus State University","Columbus, Georgia","NSACAE","Information Systems Security Professional","https://cs.columbusstate.edu/curriculum/programs_of_study/SecurityCertificateProfessionalFall2011.pdf"
"Georgia","Georgia Institute of Technology","Atlanta, Georgia","NSACAE","Cyber Security Certificate","https://pe.gatech.edu/certificates/cybersecurity-certificate"
"Georgia","Georgia Institute of Technology","Atlanta, Georgia","NSACAE","Master of Science in Cybersecurity","http://www.iisp.gatech.edu/masters-degree"
"Georgia","Georgia Southern University","Statesboro, Georgia","NSACAE","Bachelor of Information Technology – Cyber Security Track","https://cec.georgiasouthern.edu/cace/"
"Georgia","Georgia Southern University","Statesboro, Georgia","NSACAE","Bachelor of Science in Criminal Justice and Criminology – Cybercrime","https://cbss.georgiasouthern.edu/justice/undergraduate-programs/current-undergraduate-programs/"
"Georgia","Georgia Southern University","Statesboro, Georgia","NSACAE","BBA in Information Systems – Enterprise Security","https://parker.georgiasouthern.edu/is/degrees/bba-is/"
"Georgia","Georgia Southern University","Statesboro, Georgia","NSACAE","Cyber Security Minor","https://academics.georgiasouthern.edu/cace/cyber-academic-programs/"
"Georgia","Georgia Southern University","Statesboro, Georgia","NSACAE","Cyber Security Undergraduate Certificate","https://cec.georgiasouthern.edu/it/degrees/it-minor/"
"Georgia","Georgia Southern University","Statesboro, Georgia","NSACAE","Cybercrime Graduate Certificate","https://cbss.georgiasouthern.edu/justice/graduate-programs/current-graduate-programs/"
"Georgia","Georgia Southern University","Statesboro, Georgia","NSACAE","Minor in Cyber Security","https://cec.georgiasouthern.edu/it/degrees/it-minor/"
"Georgia","Kennesaw State University","Kennesaw, Georgia","NSACAE","Bachelor of Science in Information Technology (BSIT) concentration on Information Security and Assurance (ISA)","https://learnonline.kennesaw.edu/undergraduate-programs/computing-software-engineering/bs-information_technology.php"
"Georgia","Kennesaw State University","Kennesaw, Georgia","NSACAE","Certificate in Information Technology Security","https://learnonline.kennesaw.edu/graduate-programs/certificates/cert-information_security.php"
